,filename,width,height,class,xmin,ymin,xmax,ymax
2001,00542.jpg,800,800,vehicle,276,412,296,430
2002,00542.jpg,800,800,vehicle,274,432,294,452
2003,00542.jpg,800,800,vehicle,274,454,291,475
2004,00542.jpg,800,800,vehicle,324,338,330,390
2005,00542.jpg,800,800,vehicle,264,499,275,521
2006,00542.jpg,800,800,vehicle,484,504,490,556
2007,00542.jpg,800,800,vehicle,549,448,555,468
2008,00542.jpg,800,800,vehicle,586,448,594,479
2009,00542.jpg,800,800,vehicle,580,512,594,526
2010,00542.jpg,800,800,vehicle,586,411,594,441
2011,00542.jpg,800,800,vehicle,581,380,590,402
2012,00542.jpg,800,800,vehicle,588,351,592,372
2013,00542.jpg,800,800,vehicle,352,606,360,630
2014,00542.jpg,800,800,vehicle,396,700,402,734
2015,00542.jpg,800,800,vehicle,390,758,396,780
2016,00546.jpg,800,800,vehicle,583,670,629,726
2017,00551.jpg,800,800,vehicle,59,650,84,682
2018,00551.jpg,800,800,vehicle,234,370,263,383
2019,00551.jpg,800,800,vehicle,267,445,295,463
2020,00551.jpg,800,800,vehicle,712,577,747,596
2021,00556.jpg,800,800,vehicle,172,219,190,262
2022,00558.jpg,800,800,airplane,440,199,537,295
2023,00558.jpg,800,800,airplane,498,314,557,392
2024,00558.jpg,800,800,airplane,259,410,353,523
2025,00558.jpg,800,800,airplane,542,413,601,491
2026,00558.jpg,800,800,airplane,332,666,376,721
2027,00561.jpg,800,800,ship,61,405,83,435
2028,00561.jpg,800,800,ship,115,377,136,409
2029,00561.jpg,800,800,ship,65,451,90,485
2030,00561.jpg,800,800,ship,158,357,179,382
2031,00561.jpg,800,800,ship,176,392,197,428
2032,00561.jpg,800,800,ship,187,339,208,368
2033,00561.jpg,800,800,ship,237,368,259,399
2034,00561.jpg,800,800,ship,191,503,209,524
2035,00561.jpg,800,800,ship,210,536,233,571
2036,00561.jpg,800,800,ship,265,504,292,539
2037,00561.jpg,800,800,ship,342,403,365,441
2038,00561.jpg,800,800,ship,255,655,298,705
2039,00561.jpg,800,800,ship,278,647,318,690
2040,00561.jpg,800,800,ship,300,620,341,668
2041,00561.jpg,800,800,ship,320,601,364,652
2042,00561.jpg,800,800,ship,349,583,387,628
2043,00561.jpg,800,800,ship,365,568,403,610
2044,00561.jpg,800,800,ship,466,262,515,294
2045,00561.jpg,800,800,ship,528,222,582,258
2046,00561.jpg,800,800,ship,481,296,522,323
2047,00561.jpg,800,800,ship,556,274,615,302
2048,00561.jpg,800,800,ship,521,372,574,403
2049,00561.jpg,800,800,ship,584,330,637,366
2050,00561.jpg,800,800,ship,601,356,655,392
2051,00561.jpg,800,800,ship,528,398,587,433
2052,00561.jpg,800,800,ship,576,426,601,440
2053,00561.jpg,800,800,ship,6,762,56,779
2054,00561.jpg,800,800,ship,65,775,110,788
2055,00561.jpg,800,800,ship,66,743,92,758
2056,00561.jpg,800,800,ship,323,424,344,448
2057,00561.jpg,800,800,ship,241,293,252,308
2058,00561.jpg,800,800,ship,232,306,245,322
2059,00561.jpg,800,800,ship,239,324,254,337
2060,00561.jpg,800,800,ship,204,325,213,342
2061,00561.jpg,800,800,ship,210,347,220,360
2062,00561.jpg,800,800,ship,216,335,229,348
2063,00561.jpg,800,800,ship,211,330,222,343
2064,00561.jpg,800,800,ship,357,252,366,267
2065,00561.jpg,800,800,ship,364,271,375,285
2066,00561.jpg,800,800,ship,382,306,392,321
2067,00561.jpg,800,800,ship,385,293,397,306
2068,00561.jpg,800,800,ship,379,289,389,302
2069,00561.jpg,800,800,ship,372,287,380,299
2070,00561.jpg,800,800,ship,559,301,573,311
2071,00562.jpg,800,800,airplane,120,82,385,434
2072,00562.jpg,800,800,airplane,486,307,754,664
2073,00562.jpg,800,800,vehicle,625,80,663,119
2074,00562.jpg,800,800,vehicle,748,359,768,386
2075,00567.jpg,800,800,vehicle,196,159,221,224
2076,00567.jpg,800,800,vehicle,199,270,219,320
2077,00567.jpg,800,800,vehicle,196,352,217,407
2078,00567.jpg,800,800,vehicle,112,343,137,403
2079,00569.jpg,800,800,vehicle,142,159,223,194
2080,00569.jpg,800,800,vehicle,136,409,231,448
2081,00569.jpg,800,800,vehicle,159,498,240,534
2082,00569.jpg,800,800,vehicle,159,559,248,594
2083,00569.jpg,800,800,vehicle,169,620,246,650
2084,00569.jpg,800,800,vehicle,338,373,429,412
2085,00569.jpg,800,800,vehicle,342,422,419,458
2086,00569.jpg,800,800,vehicle,340,510,411,546
2087,00569.jpg,800,800,vehicle,600,664,707,704
2088,00569.jpg,800,800,vehicle,620,366,707,419
2089,00569.jpg,800,800,vehicle,681,82,719,172
2090,00570.jpg,800,800,vehicle,498,564,511,599
2091,00570.jpg,800,800,vehicle,598,322,634,337
2092,00570.jpg,800,800,vehicle,469,83,486,113
2093,00571.jpg,800,800,vehicle,365,242,468,284
2094,00571.jpg,800,800,vehicle,377,320,457,353
2095,00571.jpg,800,800,vehicle,367,401,431,428
2096,00571.jpg,800,800,vehicle,378,450,452,478
2097,00571.jpg,800,800,vehicle,374,591,433,615
2098,00572.jpg,800,800,airplane,48,305,259,465
2099,00572.jpg,800,800,airplane,596,324,754,431
2100,00576.jpg,800,800,airplane,138,540,336,688
2101,00576.jpg,800,800,airplane,511,382,675,518
2102,00577.jpg,800,800,ship,94,141,144,314
2103,00577.jpg,800,800,ship,43,334,90,457
2104,00577.jpg,800,800,ship,95,346,142,497
2105,00577.jpg,800,800,ship,509,361,559,562
2106,00577.jpg,800,800,ship,559,362,610,563
2107,00577.jpg,800,800,ship,685,83,748,267
2108,00577.jpg,800,800,ship,615,84,682,260
2109,00577.jpg,800,800,ship,617,264,662,423
2110,00577.jpg,800,800,ship,666,266,725,421
2111,00577.jpg,800,800,ship,753,216,776,296
2112,00577.jpg,800,800,ship,728,275,752,343
2113,00577.jpg,800,800,ship,614,426,664,558
2114,00577.jpg,800,800,ship,666,430,709,550
2115,00577.jpg,800,800,ship,709,486,766,559
2116,00578.jpg,800,800,ship,62,173,636,278
2117,00578.jpg,800,800,vehicle,329,619,348,637
2118,00578.jpg,800,800,vehicle,316,599,325,622
2119,00578.jpg,800,800,vehicle,324,598,333,622
2120,00578.jpg,800,800,vehicle,211,610,232,617
2121,00578.jpg,800,800,vehicle,212,617,232,624
2122,00578.jpg,800,800,vehicle,241,625,265,637
2123,00578.jpg,800,800,vehicle,98,636,122,644
2124,00578.jpg,800,800,vehicle,22,681,31,704
2125,00578.jpg,800,800,vehicle,13,686,22,706
2126,00578.jpg,800,800,vehicle,292,781,314,787
2127,00578.jpg,800,800,vehicle,304,789,323,796
2128,00579.jpg,800,800,vehicle,484,171,579,205
2129,00579.jpg,800,800,vehicle,611,171,697,201
2130,00579.jpg,800,800,vehicle,252,207,316,241
2131,00579.jpg,800,800,vehicle,100,274,168,306
2132,00579.jpg,800,800,vehicle,87,326,162,359
2133,00579.jpg,800,800,vehicle,75,421,150,454
2134,00579.jpg,800,800,vehicle,406,396,486,432
2135,00579.jpg,800,800,vehicle,537,343,635,378
2136,00579.jpg,800,800,vehicle,667,341,742,370
2137,00579.jpg,800,800,vehicle,392,482,494,532
2138,00579.jpg,800,800,vehicle,379,670,452,706
2139,00579.jpg,800,800,vehicle,583,401,735,443
2140,00579.jpg,800,800,vehicle,535,713,619,750
2141,00579.jpg,800,800,vehicle,418,451,494,480
2142,00580.jpg,800,800,ship,274,189,607,557
2143,00581.jpg,800,800,vehicle,208,398,257,421
2144,00586.jpg,800,800,airplane,263,201,517,389
2145,00586.jpg,800,800,airplane,338,446,594,636
2146,00587.jpg,800,800,vehicle,396,481,412,508
2147,00587.jpg,800,800,vehicle,364,472,378,500
2148,00587.jpg,800,800,vehicle,287,446,303,472
2149,00587.jpg,800,800,vehicle,607,271,630,284
2150,00588.jpg,800,800,vehicle,417,241,455,256
2151,00588.jpg,800,800,vehicle,474,247,491,258
2152,00588.jpg,800,800,vehicle,643,277,669,286
2153,00590.jpg,800,800,vehicle,464,422,497,467
2154,00590.jpg,800,800,vehicle,192,527,241,549
2155,00591.jpg,800,800,ship,335,337,358,375
2156,00591.jpg,800,800,ship,207,366,228,411
2157,00591.jpg,800,800,ship,73,470,94,512
2158,00591.jpg,800,800,ship,101,456,124,507
2159,00591.jpg,800,800,ship,32,575,53,622
2160,00591.jpg,800,800,ship,57,576,77,615
2161,00591.jpg,800,800,ship,33,639,61,650
2162,00591.jpg,800,800,ship,85,623,131,648
2163,00591.jpg,800,800,ship,377,562,397,595
2164,00591.jpg,800,800,ship,630,610,644,643
2165,00591.jpg,800,800,ship,720,602,734,647
2166,00591.jpg,800,800,ship,760,606,775,645
2167,00592.jpg,800,800,vehicle,528,219,553,250
2168,00592.jpg,800,800,vehicle,396,392,442,460
2169,00592.jpg,800,800,vehicle,438,440,449,473
2170,00592.jpg,800,800,vehicle,266,491,317,503
2171,00592.jpg,800,800,vehicle,272,526,318,536
2172,00592.jpg,800,800,vehicle,446,590,465,623
2173,00592.jpg,800,800,vehicle,578,470,586,504
2174,00592.jpg,800,800,vehicle,666,3,674,36
2175,00594.jpg,800,800,ship,134,122,207,148
2176,00594.jpg,800,800,ship,242,123,294,145
2177,00594.jpg,800,800,ship,118,151,223,178
2178,00594.jpg,800,800,ship,239,151,307,170
2179,00594.jpg,800,800,ship,143,195,222,211
2180,00594.jpg,800,800,ship,244,196,306,214
2181,00594.jpg,800,800,ship,151,221,218,243
2182,00594.jpg,800,800,ship,239,224,302,246
2183,00594.jpg,800,800,ship,141,253,208,279
2184,00594.jpg,800,800,ship,241,255,305,274
2185,00594.jpg,800,800,ship,238,283,313,306
2186,00594.jpg,800,800,ship,249,309,304,332
2187,00594.jpg,800,800,ship,145,315,223,340
2188,00594.jpg,800,800,ship,163,346,221,370
2189,00594.jpg,800,800,ship,239,344,313,370
2190,00594.jpg,800,800,ship,237,372,305,398
2191,00594.jpg,800,800,ship,152,379,214,399
2192,00594.jpg,800,800,ship,158,409,220,429
2193,00594.jpg,800,800,ship,242,406,304,426
2194,00594.jpg,800,800,ship,242,465,304,485
2195,00594.jpg,800,800,ship,154,470,228,491
2196,00594.jpg,800,800,ship,148,501,222,522
2197,00594.jpg,800,800,ship,242,496,309,519
2198,00594.jpg,800,800,ship,242,528,309,551
2199,00594.jpg,800,800,ship,156,529,223,552
2200,00594.jpg,800,800,ship,145,559,227,585
2201,00594.jpg,800,800,ship,237,559,319,585
2202,00594.jpg,800,800,ship,241,591,302,610
2203,00594.jpg,800,800,ship,144,594,225,615
2204,00594.jpg,800,800,ship,141,624,222,645
2205,00594.jpg,800,800,ship,232,624,313,645
2206,00594.jpg,800,800,ship,150,653,216,674
2207,00594.jpg,800,800,ship,160,686,226,707
2208,00594.jpg,800,800,ship,238,684,293,706
2209,00594.jpg,800,800,ship,241,713,296,735
2210,00594.jpg,800,800,ship,122,719,224,745
2211,00594.jpg,800,800,ship,403,129,465,153
2212,00594.jpg,800,800,ship,475,129,537,153
2213,00594.jpg,800,800,ship,398,154,460,178
2214,00594.jpg,800,800,ship,400,182,462,206
2215,00594.jpg,800,800,ship,401,209,463,233
2216,00594.jpg,800,800,ship,396,236,458,260
2217,00594.jpg,800,800,ship,393,264,455,288
2218,00594.jpg,800,800,ship,399,286,461,310
2219,00594.jpg,800,800,ship,392,316,463,339
2220,00594.jpg,800,800,ship,398,342,463,368
2221,00594.jpg,800,800,ship,397,369,462,395
2222,00594.jpg,800,800,ship,396,396,461,422
2223,00594.jpg,800,800,ship,402,422,467,448
2224,00594.jpg,800,800,ship,399,448,464,474
2225,00594.jpg,800,800,ship,402,474,467,500
2226,00594.jpg,800,800,ship,400,504,465,530
2227,00594.jpg,800,800,ship,412,532,459,551
2228,00594.jpg,800,800,ship,405,560,466,581
2229,00594.jpg,800,800,ship,406,588,467,609
2230,00594.jpg,800,800,ship,394,613,466,636
2231,00594.jpg,800,800,ship,392,666,464,689
2232,00594.jpg,800,800,ship,400,719,463,739
2233,00594.jpg,800,800,ship,477,153,539,177
2234,00594.jpg,800,800,ship,479,179,541,203
2235,00594.jpg,800,800,ship,477,207,539,231
2236,00594.jpg,800,800,ship,484,236,537,253
2237,00594.jpg,800,800,ship,478,293,531,310
2238,00594.jpg,800,800,ship,478,314,539,339
2239,00594.jpg,800,800,ship,483,342,534,357
2240,00594.jpg,800,800,ship,481,395,542,420
2241,00594.jpg,800,800,ship,480,452,541,477
2242,00594.jpg,800,800,ship,482,557,543,582
2243,00594.jpg,800,800,ship,483,584,544,609
2244,00594.jpg,800,800,ship,482,614,536,632
2245,00594.jpg,800,800,ship,481,642,541,661
2246,00594.jpg,800,800,ship,623,128,679,146
2247,00594.jpg,800,800,ship,686,125,742,143
2248,00594.jpg,800,800,ship,620,151,676,169
2249,00594.jpg,800,800,ship,690,149,746,167
2250,00594.jpg,800,800,ship,622,173,678,191
2251,00594.jpg,800,800,ship,692,173,748,191
2252,00594.jpg,800,800,ship,618,199,674,217
2253,00594.jpg,800,800,ship,623,225,679,243
2254,00594.jpg,800,800,ship,621,249,677,267
2255,00594.jpg,800,800,ship,623,299,679,317
2256,00594.jpg,800,800,ship,621,271,677,289
2257,00594.jpg,800,800,ship,622,323,678,341
2258,00594.jpg,800,800,ship,623,350,679,368
2259,00594.jpg,800,800,ship,623,372,679,390
2260,00594.jpg,800,800,ship,621,424,674,442
2261,00594.jpg,800,800,ship,627,450,680,468
2262,00594.jpg,800,800,ship,623,495,676,513
2263,00594.jpg,800,800,ship,626,522,679,540
2264,00594.jpg,800,800,ship,625,571,678,589
2265,00594.jpg,800,800,ship,625,599,678,617
2266,00594.jpg,800,800,ship,627,622,680,640
2267,00594.jpg,800,800,ship,623,648,676,666
2268,00594.jpg,800,800,ship,625,670,678,688
2269,00594.jpg,800,800,ship,627,697,680,715
2270,00594.jpg,800,800,ship,632,721,672,734
2271,00594.jpg,800,800,ship,691,200,747,218
2272,00594.jpg,800,800,ship,691,224,747,242
2273,00594.jpg,800,800,ship,695,274,751,292
2274,00594.jpg,800,800,ship,690,247,746,265
2275,00594.jpg,800,800,ship,690,247,746,265
2276,00594.jpg,800,800,ship,692,294,748,312
2277,00594.jpg,800,800,ship,694,322,750,340
2278,00594.jpg,800,800,ship,695,373,751,391
2279,00594.jpg,800,800,ship,695,420,751,438
2280,00594.jpg,800,800,ship,693,447,746,467
2281,00594.jpg,800,800,ship,697,522,750,542
2282,00594.jpg,800,800,ship,695,569,748,589
2283,00594.jpg,800,800,ship,697,593,750,613
2284,00594.jpg,800,800,ship,694,643,747,663
2285,00594.jpg,800,800,ship,696,695,749,715
2286,00594.jpg,800,800,ship,697,720,739,743
2287,00596.jpg,800,800,vehicle,136,294,359,471
2288,00596.jpg,800,800,vehicle,657,318,710,361
2289,00599.jpg,800,800,vehicle,662,58,693,72
2290,00603.jpg,800,800,ship,278,449,294,474
2291,00604.jpg,800,800,vehicle,45,267,63,302
2292,00604.jpg,800,800,vehicle,377,403,397,448
2293,00604.jpg,800,800,vehicle,273,555,294,620
2294,00604.jpg,800,800,vehicle,375,277,385,299
2295,00604.jpg,800,800,vehicle,426,367,455,382
2296,00604.jpg,800,800,vehicle,425,392,453,404
2297,00604.jpg,800,800,vehicle,428,418,452,431
2298,00604.jpg,800,800,vehicle,527,347,553,361
2299,00604.jpg,800,800,vehicle,494,322,523,334
2300,00605.jpg,800,800,vehicle,427,466,449,504
2301,00605.jpg,800,800,vehicle,296,684,324,703
2302,00605.jpg,800,800,vehicle,314,742,343,765
2303,00607.jpg,800,800,vehicle,431,412,441,439
2304,00608.jpg,800,800,vehicle,420,22,434,62
2305,00608.jpg,800,800,vehicle,530,32,542,62
2306,00608.jpg,800,800,vehicle,571,30,584,60
2307,00608.jpg,800,800,vehicle,637,35,653,66
2308,00608.jpg,800,800,vehicle,696,26,710,67
2309,00608.jpg,800,800,ship,147,115,204,143
2310,00608.jpg,800,800,ship,236,110,309,136
2311,00608.jpg,800,800,ship,227,140,302,174
2312,00608.jpg,800,800,ship,132,144,205,173
2313,00608.jpg,800,800,ship,137,167,196,189
2314,00608.jpg,800,800,ship,214,179,301,214
2315,00608.jpg,800,800,ship,100,190,187,225
2316,00608.jpg,800,800,ship,203,215,281,242
2317,00608.jpg,800,800,ship,199,243,302,287
2318,00608.jpg,800,800,ship,96,215,185,254
2319,00608.jpg,800,800,ship,74,255,165,302
2320,00608.jpg,800,800,ship,190,286,268,323
2321,00608.jpg,800,800,ship,46,281,162,323
2322,00608.jpg,800,800,ship,176,319,273,361
2323,00608.jpg,800,800,ship,520,118,572,142
2324,00608.jpg,800,800,ship,605,145,633,162
2325,00608.jpg,800,800,ship,502,148,563,175
2326,00608.jpg,800,800,ship,499,179,558,205
2327,00608.jpg,800,800,ship,577,197,650,229
2328,00608.jpg,800,800,ship,566,231,633,259
2329,00608.jpg,800,800,ship,482,209,549,234
2330,00608.jpg,800,800,ship,465,245,539,271
2331,00608.jpg,800,800,ship,562,264,643,297
2332,00608.jpg,800,800,ship,556,302,639,339
2333,00608.jpg,800,800,ship,646,320,686,344
2334,00608.jpg,800,800,ship,543,332,647,374
2335,00608.jpg,800,800,ship,413,350,517,392
2336,00608.jpg,800,800,ship,394,381,498,423
2337,00608.jpg,800,800,ship,365,419,471,468
2338,00608.jpg,800,800,ship,524,380,589,402
2339,00608.jpg,800,800,ship,520,416,605,448
2340,00608.jpg,800,800,ship,475,446,575,511
2341,00608.jpg,800,800,ship,575,471,696,522
2342,00609.jpg,800,800,vehicle,101,326,119,368
2343,00610.jpg,800,800,ship,33,51,751,293
2344,00613.jpg,800,800,vehicle,326,453,351,595
2345,00616.jpg,800,800,vehicle,143,353,216,378
2346,00616.jpg,800,800,vehicle,137,388,205,420
2347,00616.jpg,800,800,vehicle,348,425,421,459
2348,00616.jpg,800,800,vehicle,481,502,517,593
2349,00616.jpg,800,800,vehicle,119,641,159,717
2350,00616.jpg,800,800,vehicle,362,75,432,105
2351,00617.jpg,800,800,vehicle,413,88,426,129
2352,00617.jpg,800,800,vehicle,418,627,432,660
2353,00617.jpg,800,800,vehicle,119,474,132,487
2354,00617.jpg,800,800,vehicle,497,451,530,463
2355,00617.jpg,800,800,vehicle,641,481,671,492
2356,00618.jpg,800,800,vehicle,112,369,134,424
2357,00618.jpg,800,800,vehicle,266,332,288,394
2358,00618.jpg,800,800,vehicle,404,328,428,397
2359,00618.jpg,800,800,vehicle,595,334,617,387
2360,00618.jpg,800,800,vehicle,489,670,517,733
2361,00618.jpg,800,800,vehicle,657,678,679,734
2362,00619.jpg,800,800,vehicle,282,683,301,718
2363,00624.jpg,800,800,vehicle,450,359,480,410
2364,00624.jpg,800,800,vehicle,364,486,400,543
2365,00624.jpg,800,800,vehicle,398,535,434,592
2366,00624.jpg,800,800,vehicle,421,252,450,301
2367,00627.jpg,800,800,vehicle,94,492,227,539
2368,00627.jpg,800,800,vehicle,627,504,740,553
2369,00629.jpg,800,800,airplane,171,239,405,496
2370,00629.jpg,800,800,airplane,482,258,671,459
2371,00633.jpg,800,800,ship,99,342,747,492
2372,00635.jpg,800,800,vehicle,122,203,238,246
2373,00635.jpg,800,800,vehicle,477,292,592,340
2374,00635.jpg,800,800,vehicle,670,392,786,434
2375,00635.jpg,800,800,vehicle,18,420,143,467
2376,00642.jpg,800,800,vehicle,710,488,721,493
2377,00643.jpg,800,800,vehicle,347,60,452,103
2378,00643.jpg,800,800,vehicle,634,258,717,298
2379,00643.jpg,800,800,vehicle,390,283,472,319
2380,00643.jpg,800,800,vehicle,402,373,496,414
2381,00643.jpg,800,800,vehicle,411,477,495,518
2382,00643.jpg,800,800,vehicle,409,521,495,561
2383,00643.jpg,800,800,vehicle,301,333,386,372
2384,00643.jpg,800,800,vehicle,297,385,385,421
2385,00643.jpg,800,800,vehicle,308,487,397,525
2386,00643.jpg,800,800,vehicle,313,531,400,570
2387,00643.jpg,800,800,vehicle,335,579,416,619
2388,00643.jpg,800,800,vehicle,51,356,137,397
2389,00644.jpg,800,800,vehicle,487,61,507,100
2390,00644.jpg,800,800,vehicle,738,717,778,742
2391,00644.jpg,800,800,vehicle,670,749,711,773
2392,00644.jpg,800,800,vehicle,1,736,20,747
2393,00648.jpg,800,800,vehicle,232,192,302,241
2394,00648.jpg,800,800,vehicle,492,370,566,419
2395,00648.jpg,800,800,vehicle,172,436,217,507
2396,00648.jpg,800,800,vehicle,221,461,262,521
2397,00648.jpg,800,800,vehicle,406,551,454,626
2398,00648.jpg,800,800,vehicle,453,571,501,643
2399,00649.jpg,800,800,airplane,44,567,178,667
2400,00649.jpg,800,800,airplane,620,226,732,312
2401,00649.jpg,800,800,airplane,485,308,600,400
2402,00651.jpg,800,800,airplane,303,123,366,199
2403,00651.jpg,800,800,airplane,634,116,724,203
2404,00651.jpg,800,800,airplane,506,122,594,205
2405,00651.jpg,800,800,airplane,489,184,558,262
2406,00651.jpg,800,800,airplane,543,194,630,286
2407,00651.jpg,800,800,airplane,474,258,543,319
2408,00651.jpg,800,800,airplane,517,353,605,416
2409,00651.jpg,800,800,airplane,366,430,498,581
2410,00651.jpg,800,800,airplane,493,450,592,552
2411,00651.jpg,800,800,airplane,687,468,795,576
2412,00651.jpg,800,800,vehicle,12,164,42,179
2413,00651.jpg,800,800,vehicle,19,184,41,193
2414,00651.jpg,800,800,vehicle,9,210,42,221
2415,00651.jpg,800,800,vehicle,10,224,38,235
2416,00651.jpg,800,800,vehicle,11,238,39,252
2417,00651.jpg,800,800,vehicle,7,266,39,278
2418,00651.jpg,800,800,vehicle,5,293,38,307
2419,00651.jpg,800,800,vehicle,12,322,40,335
2420,00651.jpg,800,800,vehicle,13,366,42,378
2421,00651.jpg,800,800,vehicle,9,398,40,411
2422,00651.jpg,800,800,vehicle,11,463,37,473
2423,00651.jpg,800,800,vehicle,759,128,784,139
2424,00651.jpg,800,800,vehicle,751,204,781,217
2425,00651.jpg,800,800,vehicle,750,232,778,246
2426,00651.jpg,800,800,vehicle,752,281,778,293
2427,00651.jpg,800,800,vehicle,751,297,784,310
2428,00651.jpg,800,800,vehicle,755,313,781,325
2429,00651.jpg,800,800,vehicle,757,348,790,361
2430,00651.jpg,800,800,vehicle,256,1,267,13
2431,00651.jpg,800,800,vehicle,393,1,402,14
2432,00651.jpg,800,800,vehicle,361,1,369,15
2433,00651.jpg,800,800,vehicle,748,1,759,16
2434,00651.jpg,800,800,vehicle,765,1,776,10
2435,00652.jpg,800,800,ship,357,131,555,656
2436,00652.jpg,800,800,ship,174,63,293,131
2437,00655.jpg,800,800,vehicle,59,11,90,77
2438,00655.jpg,800,800,vehicle,55,310,86,387
2439,00655.jpg,800,800,vehicle,422,331,455,413
2440,00655.jpg,800,800,vehicle,549,330,584,413
2441,00655.jpg,800,800,vehicle,59,562,94,645
2442,00655.jpg,800,800,vehicle,483,533,531,628
2443,00655.jpg,800,800,vehicle,58,705,91,777
2444,00656.jpg,800,800,vehicle,131,484,146,509
2445,00656.jpg,800,800,vehicle,196,559,211,584
2446,00660.jpg,800,800,vehicle,548,700,571,738
2447,00660.jpg,800,800,vehicle,450,450,479,496
2448,00660.jpg,800,800,vehicle,376,298,400,341
2449,00660.jpg,800,800,vehicle,299,107,321,151
2450,00662.jpg,800,800,vehicle,122,18,271,130
2451,00662.jpg,800,800,vehicle,199,10,295,84
2452,00662.jpg,800,800,vehicle,683,434,736,478
2453,00662.jpg,800,800,vehicle,581,719,638,765
2454,00665.jpg,800,800,vehicle,689,360,705,402
2455,00665.jpg,800,800,vehicle,635,535,649,572
2456,00665.jpg,800,800,vehicle,694,550,707,583
2457,00665.jpg,800,800,vehicle,735,678,753,718
2458,00665.jpg,800,800,vehicle,692,274,704,312
2459,00665.jpg,800,800,vehicle,692,197,705,235
2460,00665.jpg,800,800,vehicle,690,40,703,80
2461,00665.jpg,800,800,vehicle,769,66,782,102
2462,00666.jpg,800,800,ship,237,315,686,400
2463,00666.jpg,800,800,ship,106,329,236,381
2464,00668.jpg,800,800,ship,186,277,650,667
2465,00668.jpg,800,800,ship,703,242,750,304
2466,00672.jpg,800,800,airplane,258,269,495,492
2467,00675.jpg,800,800,ship,563,140,768,215
2468,00675.jpg,800,800,ship,574,541,768,598
2469,00677.jpg,800,800,vehicle,426,681,474,696
2470,00677.jpg,800,800,vehicle,385,748,406,758
2471,00677.jpg,800,800,vehicle,448,722,474,733
2472,00677.jpg,800,800,vehicle,447,751,471,762
2473,00677.jpg,800,800,vehicle,310,577,333,588
2474,00679.jpg,800,800,vehicle,346,38,447,78
2475,00679.jpg,800,800,vehicle,338,405,451,454
2476,00679.jpg,800,800,vehicle,54,246,166,298
2477,00679.jpg,800,800,vehicle,55,467,154,511
2478,00679.jpg,800,800,vehicle,640,542,751,589
2479,00681.jpg,800,800,vehicle,508,33,527,74
2480,00681.jpg,800,800,vehicle,405,45,424,83
2481,00681.jpg,800,800,vehicle,435,132,454,176
2482,00681.jpg,800,800,vehicle,473,252,494,302
2483,00681.jpg,800,800,vehicle,404,501,424,548
2484,00681.jpg,800,800,vehicle,477,572,499,618
2485,00681.jpg,800,800,vehicle,516,696,534,739
2486,00681.jpg,800,800,vehicle,1,260,20,281
2487,00681.jpg,800,800,vehicle,1,700,22,718
2488,00682.jpg,800,800,vehicle,637,704,657,717
2489,00682.jpg,800,800,vehicle,704,732,718,743
2490,00682.jpg,800,800,vehicle,747,719,758,726
2491,00682.jpg,800,800,vehicle,770,400,777,413
2492,00682.jpg,800,800,vehicle,783,405,789,416
2493,00682.jpg,800,800,vehicle,787,406,797,417
2494,00682.jpg,800,800,vehicle,660,42,670,46
2495,00682.jpg,800,800,vehicle,527,158,538,164
2496,00682.jpg,800,800,vehicle,539,163,551,169
2497,00682.jpg,800,800,vehicle,550,164,562,175
2498,00682.jpg,800,800,vehicle,613,185,626,195
2499,00682.jpg,800,800,vehicle,637,192,651,203
2500,00682.jpg,800,800,vehicle,662,202,675,208
2501,00682.jpg,800,800,vehicle,471,155,483,165
2502,00682.jpg,800,800,vehicle,272,34,283,45
2503,00682.jpg,800,800,vehicle,284,43,295,54
2504,00682.jpg,800,800,vehicle,289,30,299,40
2505,00682.jpg,800,800,vehicle,297,37,308,48
2506,00682.jpg,800,800,vehicle,327,61,337,72
2507,00682.jpg,800,800,vehicle,339,69,350,79
2508,00682.jpg,800,800,vehicle,399,385,405,397
2509,00682.jpg,800,800,vehicle,179,379,185,393
2510,00682.jpg,800,800,vehicle,504,366,515,376
2511,00682.jpg,800,800,vehicle,57,431,71,441
2512,00682.jpg,800,800,vehicle,134,152,141,164
2513,00682.jpg,800,800,vehicle,47,225,58,230
2514,00682.jpg,800,800,vehicle,47,230,57,237
2515,00682.jpg,800,800,vehicle,1,237,6,249
2516,00682.jpg,800,800,vehicle,6,238,12,252
2517,00682.jpg,800,800,vehicle,13,238,19,251
2518,00682.jpg,800,800,vehicle,24,236,30,250
2519,00682.jpg,800,800,vehicle,38,240,43,253
2520,00682.jpg,800,800,vehicle,31,239,37,253
2521,00684.jpg,800,800,vehicle,466,734,475,754
2522,00684.jpg,800,800,vehicle,174,608,185,628
2523,00684.jpg,800,800,vehicle,208,576,229,612
2524,00684.jpg,800,800,vehicle,191,424,206,452
2525,00684.jpg,800,800,vehicle,171,471,189,501
2526,00684.jpg,800,800,vehicle,226,492,241,521
2527,00684.jpg,800,800,vehicle,212,421,228,448
2528,00684.jpg,800,800,vehicle,399,170,406,186
2529,00684.jpg,800,800,vehicle,521,321,532,351
2530,00685.jpg,800,800,ship,32,333,783,477
2531,00687.jpg,800,800,ship,470,307,570,354
2532,00687.jpg,800,800,ship,643,379,729,423
2533,00687.jpg,800,800,ship,466,354,585,377
2534,00687.jpg,800,800,ship,649,421,726,442
2535,00687.jpg,800,800,ship,651,444,711,462
